feature_set,model,params,fold,mse,rmse,mae,epochs_run
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",4,0.10302107781171799,0.32096896705400974,0.23538902401924133,879
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",5,0.10742047429084778,0.3277506282081665,0.2238212525844574,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",1,0.04775415360927582,0.21852723768280194,0.15827307105064392,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",2,0.07020441442728043,0.26496115644992274,0.1961023509502411,309
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",3,0.13940425217151642,0.3733687884270944,0.2793228030204773,151
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",4,0.0923905149102211,0.30395808084375897,0.22195559740066528,195
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",5,0.09154446423053741,0.3025631574242598,0.2116149663925171,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",1,0.08663021773099899,0.29433011692825284,0.2113230675458908,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",2,0.0668114423751831,0.25847909465792995,0.19205881655216217,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",3,0.09741262346506119,0.31210995412684484,0.22045008838176727,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",4,0.07125348597764969,0.26693348605532746,0.1969653069972992,274
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",5,0.12417739629745483,0.35238813302586514,0.2550117075443268,295
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",1,0.042595282196998596,0.20638624517394225,0.15745142102241516,979
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",2,0.0596587136387825,0.24425133293143458,0.1802181750535965,470
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",3,0.059444528073072433,0.24381248547412915,0.18878239393234253,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",4,0.05097838491201401,0.22578393413175793,0.16999705135822296,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",5,0.09597567468881607,0.30979941040747005,0.22653381526470184,171
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.001",1,0.07302344590425491,0.27022850683126476,0.20716552436351776,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.001",2,0.05252403765916824,0.2291812332176617,0.16399437189102173,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.001",3,0.07234086841344833,0.2689625780911693,0.19425709545612335,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(16,);learning_rate_init=0.001",4,0.06433066725730896,0.2536349093821845,0.18330498039722443,1000
