lecture_id,text_review_count,text_positive_count,text_negative_count,text_neutral_count,text_assignment_tfidf,text_exam_tfidf,text_teamwork_tfidf,text_attendance_tfidf,text_grading_tfidf,text_teaching_tfidf,text_assignment_positive_tfidf,text_exam_positive_tfidf,text_teamwork_positive_tfidf,text_attendance_positive_tfidf,text_grading_positive_tfidf,text_teaching_positive_tfidf,text_assignment_negative_tfidf,text_exam_negative_tfidf,text_teamwork_negative_tfidf,text_attendance_negative_tfidf,text_grading_negative_tfidf,text_teaching_negative_tfidf,text_positive_ratio,text_negative_ratio,text_neutral_ratio
104819,20,9,5,6,0.063411,0.0,0.056212,0.084068,0.161042,0.034285,0.059898,0.0,0.055398,0.193004,0.064312,0.034285,0.0,0.0,0.0,0.0,0.100545,0.0,0.45,0.25,0.3
105714,20,19,0,1,0.386446,0.218598,0.0,0.034431,0.223946,0.09564,0.521233,0.204843,0.0,0.079047,0.223946,0.09564,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
105736,8,0,5,3,0.053673,0.030444,0.0,0.172155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.343034,0.0,0.0,0.0,0.625,0.375
105776,20,18,0,2,0.031577,0.025933,0.023198,0.0,0.064838,0.034285,0.045095,0.025933,0.105398,0.0,0.064838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
105785,20,16,2,2,0.042938,0.293143,0.012193,0.118862,0.0,0.139468,0.030661,0.2219,0.055398,0.193838,0.0,0.061355,0.0,0.157602,0.0,0.137214,0.0,0.184308,0.8,0.1,0.1
105968,2,2,0,0,0.0,0.121778,0.0,0.0,0.0,0.0,0.0,0.121778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106019,20,13,4,3,0.021469,0.052453,0.044019,0.048802,0.161569,0.052075,0.030661,0.052453,0.1,0.0,0.096731,0.052075,0.0,0.0,0.011005,0.194483,0.100545,0.0,0.65,0.2,0.15
106024,20,20,0,0,0.042938,0.052392,0.0,0.0,0.031892,0.066482,0.061321,0.052392,0.0,0.0,0.031892,0.066482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107359,20,17,2,1,0.042938,0.169354,0.157804,0.034431,0.293129,0.060322,0.061321,0.169354,0.716977,0.079047,0.211236,0.060322,0.0,0.0,0.0,0.0,0.253981,0.0,0.85,0.1,0.05
108403,20,17,0,3,0.147294,0.056901,0.034892,0.068862,0.232332,0.033805,0.210354,0.056901,0.158529,0.158094,0.20044,0.033805,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.15
108868,20,19,1,0,0.355033,0.213915,0.02201,0.0,0.032419,0.133805,0.507031,0.161462,0.1,0.0,0.032419,0.133805,0.0,0.191602,0.0,0.0,0.0,0.0,0.95,0.05,0.0
108987,16,16,0,0,0.026837,0.015222,0.0,0.11086,0.150296,0.0,0.038326,0.015222,0.0,0.254514,0.150296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108991,20,19,0,1,0.085877,0.130065,0.0,0.068862,0.135602,0.052075,0.122643,0.130065,0.0,0.158094,0.135602,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
109019,20,4,9,7,0.064408,0.040981,0.027319,0.048802,0.128623,0.117223,0.0,0.012178,0.0,0.0,0.0,0.070636,0.05,0.06073,0.012193,0.0,0.298366,0.164884,0.2,0.45,0.35
109140,16,16,0,0,0.053673,0.124175,0.0,0.05543,0.039865,0.0,0.076652,0.124175,0.0,0.127257,0.039865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109162,20,20,0,0,0.074515,0.0,0.0,0.0,0.135075,0.0,0.106417,0.0,0.0,0.0,0.135075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109429,20,7,8,5,0.14903,0.012178,0.0,0.034431,0.131276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.098911,0.0,0.35,0.4,0.25
114011,7,4,1,2,0.270657,0.242511,0.034837,0.126697,0.0,0.074393,0.386532,0.162233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,0.142857,0.285714
120416,20,20,0,0,0.109639,0.059771,0.0,0.034431,0.070763,0.10415,0.156577,0.059771,0.0,0.079047,0.070763,0.10415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120496,20,20,0,0,0.116199,0.069546,0.178453,0.05,0.064838,0.0,0.165947,0.069546,0.810795,0.114791,0.064838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120533,20,14,3,3,0.077629,0.212503,0.0,0.044344,0.031892,0.070636,0.050966,0.174392,0.0,0.0,0.0,0.070636,0.0,0.139213,0.0,0.176719,0.098911,0.0,0.7,0.15,0.15
120624,20,17,2,1,0.09473,0.033251,0.143063,0.0,0.211763,0.059843,0.090191,0.0,0.65,0.0,0.179871,0.033805,0.0,0.121459,0.0,0.0,0.098911,0.0,0.85,0.1,0.05
120802,20,18,0,2,0.021469,0.036533,0.033014,0.0,0.096731,0.069603,0.0,0.036533,0.1,0.0,0.096731,0.034285,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
120809,20,14,2,4,0.021469,0.087999,0.019765,0.0,0.16644,0.026038,0.030661,0.047724,0.0,0.0,0.134548,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2
120833,20,12,0,8,0.143033,0.090282,0.0,0.0,0.064312,0.154146,0.112287,0.042559,0.0,0.0,0.032419,0.128109,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4
120851,20,8,7,5,0.403898,0.284644,0.0,0.0,0.243655,0.0,0.146895,0.140017,0.0,0.0,0.070763,0.0,0.235999,0.416065,0.0,0.0,0.536207,0.0,0.4,0.35,0.25
120875,20,19,0,1,0.063411,0.0,0.0,0.034431,0.063785,0.053113,0.090559,0.0,0.0,0.079047,0.063785,0.053113,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
120888,20,19,0,1,0.114313,0.012178,0.015127,0.05,0.231279,0.0,0.163253,0.012178,0.068727,0.114791,0.231279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
120901,20,13,1,6,0.139112,0.065336,0.011005,0.049637,0.102129,0.033805,0.137348,0.053159,0.05,0.0,0.102129,0.033805,0.025,0.0,0.0,0.0,0.0,0.0,0.65,0.05,0.3
120954,20,12,6,2,0.057156,0.04448,0.0,0.034431,0.070236,0.0,0.050966,0.04448,0.0,0.079047,0.070236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1
120955,20,14,1,5,0.095984,0.095297,0.0,0.0,0.064838,0.069123,0.106417,0.095297,0.0,0.0,0.032419,0.069123,0.0,0.0,0.0,0.0,0.100545,0.0,0.7,0.05,0.25
120992,20,20,0,0,0.107346,0.024356,0.0,0.034431,0.109107,0.0,0.153304,0.024356,0.0,0.079047,0.109107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1325151,20,19,0,1,0.202076,0.400958,0.0,0.113206,0.157253,0.052075,0.28859,0.400958,0.0,0.2599,0.157253,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1325340,20,18,0,2,0.053046,0.066795,0.027319,0.0,0.032419,0.067611,0.075756,0.066795,0.124125,0.0,0.032419,0.067611,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
1325475,20,17,1,2,0.150285,0.11591,0.0,0.068862,0.249386,0.0,0.091982,0.102155,0.0,0.158094,0.166967,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.1
1325743,18,14,1,3,0.239489,0.015284,0.018519,0.0,0.276511,0.036307,0.228763,0.015284,0.084138,0.0,0.240489,0.0,0.092347,0.0,0.0,0.0,0.111716,0.128501,0.777778,0.055556,0.166667
1325784,20,13,2,5,0.042938,0.02652,0.0,0.0,0.120236,0.026038,0.061321,0.012178,0.0,0.0,0.088344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.1,0.25
1326526,20,19,0,1,0.0,0.109359,0.0,0.0,0.0,0.0,0.0,0.109359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1326635,20,15,1,4,0.063411,0.060889,0.0,0.0,0.12915,0.0,0.030661,0.036533,0.0,0.0,0.032419,0.0,0.0,0.0,0.0,0.0,0.100545,0.0,0.75,0.05,0.2
1326732,20,19,0,1,0.021469,0.042902,0.0,0.0,0.102656,0.033805,0.030661,0.042902,0.0,0.0,0.102656,0.033805,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1327584,20,18,1,1,0.064408,0.174571,0.0,0.068862,0.191354,0.0,0.091982,0.174571,0.0,0.158094,0.191354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05
1328963,20,16,0,4,0.021469,0.054031,0.101419,0.0,0.095677,0.0,0.0,0.054031,0.255398,0.0,0.095677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2
1328964,20,11,7,2,0.0,0.183527,0.012193,0.0,0.125361,0.0,0.0,0.089977,0.055398,0.0,0.125361,0.0,0.0,0.246992,0.0,0.0,0.0,0.0,0.55,0.35,0.1
1611803,20,20,0,0,0.031577,0.107776,0.012193,0.0,0.102129,0.0,0.045095,0.107776,0.055398,0.0,0.102129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1611859,16,8,3,5,0.161019,0.030444,0.0,0.043039,0.081048,0.0,0.19163,0.015222,0.0,0.0,0.081048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1875,0.3125
1611878,2,2,0,0,0.0,0.121778,0.0,0.0,0.0,0.338054,0.0,0.121778,0.0,0.0,0.0,0.338054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1611904,20,13,0,7,0.20352,0.054031,0.012193,0.0,0.070236,0.0,0.22933,0.054031,0.055398,0.0,0.038344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.35
1611905,20,17,0,3,0.042938,0.104034,0.024386,0.0,0.064838,0.11779,0.061321,0.089692,0.055398,0.0,0.032419,0.11779,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.15
1611923,20,15,2,3,0.221037,0.028097,0.0,0.0,0.163695,0.039678,0.180382,0.028097,0.0,0.0,0.032419,0.039678,0.03677,0.0,0.0,0.0,0.308228,0.0,0.75,0.1,0.15
1611993,5,2,3,0,0.0,0.146133,0.0,0.137724,0.259353,0.468892,0.0,0.0,0.0,0.0,0.129677,0.186348,0.0,0.5338,0.0,0.548854,0.402178,1.0,0.4,0.6,0.0
1612034,20,9,5,6,0.094987,0.110585,0.071969,0.0,0.064312,0.127071,0.075756,0.043145,0.326988,0.0,0.064312,0.061355,0.0,0.044483,0.0,0.0,0.0,0.092154,0.45,0.25,0.3
1612043,16,15,0,1,0.0,0.015222,0.015241,0.098469,0.127661,0.090443,0.0,0.015222,0.069247,0.226066,0.127661,0.090443,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0625
1612105,1,1,0,0,0.0,0.275108,0.220096,0.0,0.0,0.706359,0.0,0.275108,1.0,0.0,0.0,0.706359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1612122,20,16,2,2,0.447091,0.359317,0.05,0.068862,0.096204,0.026038,0.486989,0.322784,0.151449,0.158094,0.032419,0.026038,0.06177,0.044483,0.0,0.0,0.098911,0.0,0.8,0.1,0.1
1612228,20,19,0,1,0.0,0.102329,0.0,0.0,0.031892,0.0,0.0,0.102329,0.0,0.0,0.031892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1612232,20,11,7,2,0.085877,0.117662,0.0,0.0,0.031892,0.060322,0.030661,0.072939,0.0,0.0,0.031892,0.060322,0.075,0.06073,0.0,0.0,0.0,0.0,0.55,0.35,0.1
1612233,8,7,0,1,0.0,0.0,0.0,0.0,0.239193,0.0,0.0,0.0,0.0,0.0,0.239193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125
1612245,20,16,1,3,0.021469,0.125591,0.0,0.054848,0.125361,0.0,0.030661,0.083738,0.0,0.125921,0.070236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.15
1612256,20,18,1,1,0.224423,0.19265,0.0,0.0,0.064312,0.0,0.289843,0.16514,0.0,0.0,0.064312,0.0,0.025,0.050246,0.0,0.0,0.0,0.0,0.9,0.05,0.05
1612277,20,20,0,0,0.170499,0.063053,0.0,0.0,0.33594,0.033805,0.243495,0.063053,0.0,0.0,0.33594,0.033805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1612305,20,6,8,6,0.0,0.202796,0.0,0.0,0.102656,0.032677,0.0,0.089576,0.0,0.0,0.064312,0.0,0.0,0.13345,0.0,0.0,0.0,0.115651,0.3,0.4,0.3
1612363,20,14,2,4,0.238454,0.173279,0.0,0.089279,0.129677,0.125196,0.309881,0.145181,0.0,0.204968,0.097257,0.125196,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2
1688560,20,17,2,1,0.063153,0.17451,0.101419,0.132034,0.096731,0.138172,0.090191,0.138038,0.410795,0.303126,0.064838,0.138172,0.0,0.088744,0.0,0.0,0.098911,0.0,0.85,0.1,0.05
1688564,20,14,2,4,0.157883,0.113932,0.0,0.0,0.20653,0.026038,0.180382,0.078386,0.0,0.0,0.063785,0.026038,0.0,0.129843,0.0,0.0,0.32379,0.0,0.7,0.1,0.2
1688583,7,6,0,1,0.122681,0.160557,0.034837,0.098374,0.0,0.0,0.175204,0.160557,0.158279,0.225849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857143,0.0,0.142857
1688585,14,13,0,1,0.092011,0.05219,0.0,0.0,0.045561,0.046681,0.131403,0.05219,0.0,0.0,0.045561,0.046681,0.0,0.0,0.0,0.0,0.0,0.0,0.928571,0.0,0.071429
1688612,14,5,7,2,0.135329,0.091404,0.031442,0.0,0.137434,0.100908,0.128844,0.056698,0.071429,0.0,0.046313,0.0,0.052528,0.0,0.015721,0.0,0.141301,0.0,0.357143,0.5,0.142857
1688730,20,12,1,7,0.164503,0.146759,0.053245,0.0,0.096204,0.067611,0.23493,0.134581,0.186519,0.0,0.064312,0.067611,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.35
1688763,21,10,5,6,0.143128,0.221918,0.0,0.0,0.030374,0.111836,0.029201,0.011598,0.0,0.0,0.0,0.080716,0.071429,0.670515,0.0,0.0,0.0,0.0,0.47619,0.238095,0.285714
1688764,20,18,0,2,0.278103,0.181717,0.0,0.068862,0.081892,0.0,0.274523,0.118664,0.0,0.079047,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
1688981,6,1,3,2,0.248384,0.27376,0.0,0.344309,0.428743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205899,1.0,0.0,0.914757,1.0,0.0,0.166667,0.5,0.333333
1771992,20,15,2,3,0.0,0.129822,0.024386,0.0,0.254489,0.059843,0.0,0.086919,0.110795,0.0,0.128623,0.059843,0.0,0.112232,0.0,0.0,0.235289,0.0,0.75,0.1,0.15
1772065,20,18,0,2,0.150285,0.23832,0.0,0.0,0.255666,0.111918,0.214625,0.23832,0.0,0.0,0.255666,0.111918,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
1772081,20,19,0,1,0.0,0.126237,0.0,0.034431,0.12915,0.026038,0.0,0.126237,0.0,0.079047,0.12915,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1772085,20,13,2,5,0.042938,0.056195,0.0,0.0,0.163705,0.0,0.030661,0.056195,0.0,0.0,0.163705,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.65,0.1,0.25
1772092,20,12,5,3,0.100095,0.041853,0.011005,0.048802,0.135075,0.102854,0.061321,0.041853,0.0,0.112039,0.103182,0.102854,0.025,0.0,0.011005,0.0,0.0,0.0,0.6,0.25,0.15
1772105,20,14,3,3,0.132467,0.056195,0.0,0.0,0.064838,0.052075,0.18918,0.056195,0.0,0.0,0.032419,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.15
1772106,16,13,1,2,0.107346,0.136692,0.0,0.0,0.236432,0.0,0.114978,0.12147,0.0,0.0,0.156701,0.0,0.0,0.0,0.0,0.0,0.123639,0.0,0.8125,0.0625,0.125
1772113,20,8,8,4,0.498826,0.293355,0.0,0.0,0.128096,0.052075,0.256138,0.107779,0.0,0.0,0.0,0.0,0.335244,0.538663,0.0,0.0,0.397277,0.092154,0.4,0.4,0.2
1772126,20,20,0,0,0.106349,0.238727,0.0,0.0,0.159989,0.0,0.15188,0.238727,0.0,0.0,0.159989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1772127,20,20,0,0,0.08488,0.08055,0.0,0.0,0.031892,0.0,0.121219,0.08055,0.0,0.0,0.031892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1772133,20,16,0,4,0.154908,0.117662,0.0,0.034431,0.031892,0.026038,0.221227,0.117662,0.0,0.079047,0.031892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2
1772158,20,14,1,5,0.236162,0.077514,0.027319,0.083233,0.097257,0.072354,0.153304,0.036533,0.068727,0.079047,0.064838,0.072354,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.25
1772165,19,14,0,5,0.144335,0.072714,0.034752,0.0,0.0,0.049039,0.06305,0.059895,0.105263,0.0,0.0,0.049039,0.0,0.0,0.0,0.0,0.0,0.0,0.736842,0.0,0.263158
1772223,19,8,2,9,0.085673,0.071053,0.036003,0.0,0.0,0.156294,0.122352,0.027916,0.052632,0.0,0.0,0.0,0.0,0.0,0.012835,0.0,0.0,0.0,0.421053,0.105263,0.473684
1772294,20,9,7,4,0.107346,0.289739,0.012193,0.15755,0.064312,0.069123,0.061321,0.126462,0.055398,0.361705,0.032419,0.069123,0.075,0.461665,0.0,0.0,0.098911,0.0,0.45,0.35,0.2
1772312,20,18,1,1,0.149288,0.090163,0.0,0.0,0.031892,0.026038,0.213202,0.090163,0.0,0.0,0.031892,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05
1772325,20,5,4,11,0.285113,0.120826,0.120781,0.0,0.096204,0.0,0.169723,0.052453,0.055398,0.0,0.031892,0.0,0.168614,0.249754,0.056531,0.0,0.098911,0.0,0.25,0.2,0.55
1772333,20,14,4,2,0.021469,0.200685,0.0,0.0,0.032419,0.026038,0.030661,0.119711,0.0,0.0,0.0,0.026038,0.0,0.251302,0.0,0.0,0.100545,0.0,0.7,0.2,0.1
1772407,20,13,2,5,0.128815,0.0,0.0,0.0,0.095677,0.0,0.153304,0.0,0.0,0.0,0.095677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.1,0.25
1772445,20,19,0,1,0.021469,0.064631,0.0,0.048802,0.064838,0.092519,0.030661,0.064631,0.0,0.112039,0.064838,0.092519,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1772460,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1856186,20,20,0,0,0.147776,0.146933,0.0,0.0,0.032419,0.070636,0.211042,0.146933,0.0,0.0,0.032419,0.070636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1856229,20,18,0,2,0.0,0.242357,0.156443,0.034431,0.134021,0.0,0.0,0.242357,0.710795,0.079047,0.134021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
1856241,7,5,0,2,0.0,0.189167,0.10451,0.0,0.0,0.0,0.0,0.189167,0.158279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714286,0.0,0.285714
